latitude,longitude,last_update,temperature,pressure,wind_speed,humidity
53.35,-6.23,2020-03-10 21:46:10,6.02000000000004,1005.0,3.6,81.0
53.33,-6.25,2020-03-10 21:44:39,6.02000000000004,1005.0,3.6,81.0
53.34,-6.3,2020-03-10 21:46:10,6.010000000000048,1005.0,3.6,81.0
53.34,-6.23,2020-03-10 21:42:27,6.02000000000004,1005.0,3.6,81.0
53.36,-6.25,2020-03-10 21:46:12,6.02000000000004,1005.0,3.6,81.0
53.35,-6.26,2020-03-10 21:46:12,6.02000000000004,1005.0,3.6,81.0
53.34,-6.25,2020-03-10 22:45:02,5.7900000000000205,1005.0,3.1,81.0
53.34,-6.24,2020-03-10 22:46:14,5.78000000000003,1005.0,3.1,81.0
53.34,-6.28,2020-03-10 22:46:14,5.78000000000003,1005.0,3.1,81.0
53.35,-6.29,2020-03-10 22:46:14,5.78000000000003,1005.0,3.1,81.0
53.33,-6.27,2020-03-10 22:41:44,5.7900000000000205,1005.0,2.6,81.0
53.34,-6.31,2020-03-10 22:46:14,5.78000000000003,1005.0,3.1,81.0
53.34,-6.29,2020-03-10 22:46:14,5.78000000000003,1005.0,3.1,81.0
53.36,-6.26,2020-03-10 22:46:14,5.78000000000003,1005.0,3.1,81.0
53.34,-6.27,2020-03-10 22:42:25,5.7900000000000205,1005.0,2.6,81.0
53.35,-6.25,2020-03-10 22:42:03,5.7900000000000205,1005.0,2.6,81.0
53.34,-6.25,2020-03-10 22:46:14,5.78000000000003,1005.0,3.1,81.0
53.36,-6.27,2020-03-10 22:46:15,5.78000000000003,1005.0,3.1,81.0
53.34,-6.26,2020-03-10 22:42:19,5.7900000000000205,1005.0,2.6,81.0
53.35,-6.27,2020-03-10 22:45:01,5.7900000000000205,1005.0,3.1,81.0
53.33,-6.26,2020-03-10 22:46:15,5.78000000000003,1005.0,3.1,81.0
53.36,-6.28,2020-03-10 22:46:15,5.78000000000003,1005.0,3.1,81.0
53.35,-6.28,2020-03-10 22:46:15,5.78000000000003,1005.0,3.1,81.0
53.35,-6.24,2020-03-10 22:43:32,5.7900000000000205,1005.0,2.6,81.0
53.35,-6.3,2020-03-10 22:46:16,5.78000000000003,1005.0,3.1,81.0
53.35,-6.23,2020-03-10 22:46:16,5.78000000000003,1005.0,3.1,81.0
53.33,-6.25,2020-03-10 22:45:51,5.78000000000003,1005.0,3.1,81.0
53.34,-6.3,2020-03-10 22:46:16,5.78000000000003,1005.0,3.1,81.0
53.34,-6.23,2020-03-10 22:46:17,5.78000000000003,1005.0,3.1,81.0
53.36,-6.25,2020-03-10 22:46:18,5.78000000000003,1005.0,3.1,81.0
53.35,-6.26,2020-03-10 22:39:05,5.7900000000000205,1005.0,2.6,81.0
53.34,-6.25,2020-03-10 23:42:55,5.2900000000000205,1005.0,4.1,86.0
53.34,-6.24,2020-03-10 23:45:52,5.2800000000000304,1005.0,4.1,86.0
53.34,-6.28,2020-03-10 23:46:20,5.2800000000000304,1005.0,4.1,86.0
53.35,-6.29,2020-03-10 23:46:20,5.2800000000000304,1005.0,4.1,86.0
53.33,-6.27,2020-03-10 23:42:10,5.2900000000000205,1005.0,4.1,86.0
53.34,-6.31,2020-03-10 23:46:20,5.2800000000000304,1005.0,4.1,86.0
53.34,-6.29,2020-03-10 23:46:20,5.2800000000000304,1005.0,4.1,86.0
53.36,-6.26,2020-03-10 23:46:20,5.2800000000000304,1005.0,4.1,86.0
53.34,-6.27,2020-03-10 23:46:21,5.2800000000000304,1005.0,4.1,86.0
53.35,-6.25,2020-03-10 23:45:03,5.2800000000000304,1005.0,4.1,86.0
53.34,-6.25,2020-03-10 23:46:21,5.2800000000000304,1005.0,4.1,86.0
53.36,-6.27,2020-03-10 23:46:21,5.2800000000000304,1005.0,4.1,86.0
53.34,-6.26,2020-03-10 23:36:52,5.5,1005.0,2.6,81.0
53.35,-6.27,2020-03-10 23:40:49,5.5,1005.0,2.6,81.0
53.33,-6.26,2020-03-10 23:44:28,5.2800000000000304,1005.0,4.1,86.0
53.36,-6.28,2020-03-10 23:46:21,5.2800000000000304,1005.0,4.1,86.0
53.35,-6.28,2020-03-10 23:44:21,5.2800000000000304,1005.0,4.1,86.0
53.35,-6.24,2020-03-10 23:46:22,5.2800000000000304,1005.0,4.1,86.0
53.35,-6.3,2020-03-10 23:45:06,5.2800000000000304,1005.0,4.1,86.0
53.35,-6.23,2020-03-10 23:46:22,5.2800000000000304,1005.0,4.1,86.0
53.33,-6.25,2020-03-10 23:43:30,5.2900000000000205,1005.0,4.1,86.0
53.34,-6.3,2020-03-10 23:46:22,5.2800000000000304,1005.0,4.1,86.0
53.34,-6.23,2020-03-10 23:43:43,5.2800000000000304,1005.0,4.1,86.0
53.36,-6.25,2020-03-10 23:45:34,5.27000000000004,1005.0,4.1,86.0
53.35,-6.26,2020-03-10 23:44:14,5.2800000000000304,1005.0,4.1,86.0
53.34,-6.25,2020-03-11 00:46:26,5.550000000000012,1005.0,5.1,81.0
53.34,-6.24,2020-03-11 00:45:52,5.550000000000012,1005.0,5.1,81.0
53.34,-6.28,2020-03-11 00:46:26,5.5400000000000205,1005.0,5.1,81.0
53.35,-6.29,2020-03-11 00:46:26,5.5400000000000205,1005.0,5.1,81.0
53.33,-6.27,2020-03-11 00:46:26,5.5400000000000205,1005.0,5.1,81.0
53.34,-6.31,2020-03-11 00:46:26,5.5400000000000205,1005.0,5.1,81.0
53.34,-6.29,2020-03-11 00:46:26,5.5400000000000205,1005.0,5.1,81.0
53.36,-6.26,2020-03-11 00:46:26,5.550000000000012,1005.0,5.1,81.0
53.34,-6.27,2020-03-11 00:44:37,5.5400000000000205,1005.0,5.1,81.0
53.35,-6.25,2020-03-11 00:46:26,5.550000000000012,1005.0,5.1,81.0
53.36,-6.27,2020-03-11 00:46:26,5.550000000000012,1005.0,5.1,81.0
53.34,-6.26,2020-03-11 00:44:19,5.5400000000000205,1005.0,5.1,81.0
53.35,-6.27,2020-03-11 00:44:28,5.5400000000000205,1005.0,5.1,81.0
53.33,-6.26,2020-03-11 00:46:27,5.550000000000012,1005.0,5.1,81.0
53.36,-6.28,2020-03-11 00:46:27,5.5400000000000205,1005.0,5.1,81.0
53.35,-6.28,2020-03-11 00:46:27,5.5400000000000205,1005.0,5.1,81.0
53.35,-6.24,2020-03-11 00:46:27,5.550000000000012,1005.0,5.1,81.0
53.35,-6.3,2020-03-11 00:46:27,5.5400000000000205,1005.0,5.1,81.0
53.35,-6.23,2020-03-11 00:45:04,5.550000000000012,1005.0,5.1,81.0
53.33,-6.25,2020-03-11 00:46:28,5.550000000000012,1005.0,5.1,81.0
53.34,-6.3,2020-03-11 00:46:28,5.5400000000000205,1005.0,5.1,81.0
53.34,-6.23,2020-03-11 00:46:28,5.550000000000012,1005.0,5.1,81.0
53.36,-6.25,2020-03-11 00:45:02,5.550000000000012,1005.0,5.1,81.0
53.35,-6.26,2020-03-11 00:39:17,5.550000000000012,1005.0,5.1,81.0
53.34,-6.25,2020-03-11 01:45:02,6.110000000000013,1004.0,4.6,81.0
53.34,-6.24,2020-03-11 01:45:52,6.129999999999996,1004.0,4.6,81.0
53.34,-6.28,2020-03-11 01:46:31,6.129999999999996,1004.0,4.6,81.0
53.35,-6.29,2020-03-11 01:45:03,6.110000000000013,1004.0,4.6,81.0
53.33,-6.27,2020-03-11 01:46:31,6.129999999999996,1004.0,4.6,81.0
53.34,-6.31,2020-03-11 01:46:32,6.129999999999996,1004.0,4.6,81.0
53.34,-6.29,2020-03-11 01:46:32,6.129999999999996,1004.0,4.6,81.0
53.36,-6.26,2020-03-11 01:45:04,6.110000000000013,1004.0,4.6,81.0
53.34,-6.27,2020-03-11 01:46:32,6.129999999999996,1004.0,4.6,81.0
53.35,-6.25,2020-03-11 01:46:32,6.129999999999996,1004.0,4.6,81.0
53.34,-6.25,2020-03-11 01:46:32,6.129999999999996,1004.0,4.6,81.0
53.36,-6.27,2020-03-11 01:45:05,6.110000000000013,1004.0,4.6,81.0
53.34,-6.26,2020-03-11 01:42:19,6.1200000000000045,1004.0,4.6,81.0
53.35,-6.27,2020-03-11 01:46:32,6.129999999999996,1004.0,4.6,81.0
53.33,-6.26,2020-03-11 01:41:51,6.1200000000000045,1004.0,4.6,81.0
53.36,-6.28,2020-03-11 01:46:33,6.129999999999996,1004.0,4.6,81.0
53.35,-6.28,2020-03-11 01:46:33,6.129999999999996,1004.0,4.6,81.0
53.35,-6.24,2020-03-11 01:46:33,6.129999999999996,1004.0,4.6,81.0
53.35,-6.3,2020-03-11 01:45:05,6.110000000000013,1004.0,4.6,81.0
53.35,-6.23,2020-03-11 01:46:33,6.129999999999996,1004.0,4.6,81.0
53.33,-6.25,2020-03-11 01:46:04,6.129999999999996,1004.0,4.6,81.0
53.34,-6.3,2020-03-11 01:45:02,6.110000000000013,1004.0,4.6,81.0
53.34,-6.23,2020-03-11 01:43:40,6.1200000000000045,1004.0,4.6,81.0
53.36,-6.25,2020-03-11 01:46:35,6.129999999999996,1004.0,4.6,81.0
53.35,-6.26,2020-03-11 01:46:35,6.129999999999996,1004.0,4.6,81.0
53.34,-6.25,2020-03-11 02:38:54,6.879999999999996,1004.0,5.1,70.0
53.34,-6.24,2020-03-11 02:46:37,6.890000000000043,1004.0,5.1,70.0
53.34,-6.28,2020-03-11 02:46:37,6.890000000000043,1004.0,5.1,70.0
53.35,-6.29,2020-03-11 02:46:37,6.890000000000043,1004.0,5.1,70.0
53.33,-6.27,2020-03-11 02:44:23,6.8700000000000045,1004.0,5.1,70.0
53.34,-6.31,2020-03-11 02:46:38,6.879999999999996,1004.0,5.1,70.0
53.34,-6.29,2020-03-11 02:46:38,6.890000000000043,1004.0,5.1,70.0
53.36,-6.26,2020-03-11 02:46:38,6.890000000000043,1004.0,5.1,70.0
53.34,-6.27,2020-03-11 02:42:19,6.879999999999996,1004.0,5.1,70.0
53.35,-6.25,2020-03-11 02:46:38,6.890000000000043,1004.0,5.1,70.0
53.34,-6.25,2020-03-11 02:46:38,6.890000000000043,1004.0,5.1,70.0
53.36,-6.27,2020-03-11 02:45:05,6.8700000000000045,1004.0,5.1,70.0
53.34,-6.26,2020-03-11 02:45:02,6.8700000000000045,1004.0,5.1,70.0
53.35,-6.27,2020-03-11 02:46:38,6.890000000000043,1004.0,5.1,70.0
53.33,-6.26,2020-03-11 02:45:03,6.8700000000000045,1004.0,5.1,70.0
53.36,-6.28,2020-03-11 02:45:02,6.8700000000000045,1004.0,5.1,70.0
53.35,-6.28,2020-03-11 02:45:05,6.8700000000000045,1004.0,5.1,70.0
53.35,-6.24,2020-03-11 02:45:02,6.879999999999996,1004.0,5.1,70.0
53.35,-6.3,2020-03-11 02:45:05,6.8700000000000045,1004.0,5.1,70.0
53.35,-6.23,2020-03-11 02:38:06,6.890000000000043,1004.0,5.1,70.0
53.33,-6.25,2020-03-11 02:35:24,6.650000000000035,1004.0,5.1,81.0
53.34,-6.3,2020-03-11 02:46:39,6.879999999999996,1004.0,5.1,70.0
53.34,-6.23,2020-03-11 02:45:03,6.879999999999996,1004.0,5.1,70.0
53.36,-6.25,2020-03-11 02:44:14,6.8700000000000045,1004.0,5.1,70.0
53.35,-6.26,2020-03-11 02:32:43,6.580000000000041,1004.0,5.1,81.0
53.34,-6.25,2020-03-11 03:46:43,6.379999999999996,1003.0,5.7,81.0
53.34,-6.24,2020-03-11 03:46:43,6.379999999999996,1003.0,5.7,81.0
53.34,-6.28,2020-03-11 03:46:43,6.379999999999996,1003.0,5.7,81.0
53.35,-6.29,2020-03-11 03:46:43,6.379999999999996,1003.0,5.7,81.0
53.33,-6.27,2020-03-11 03:41:54,6.379999999999996,1003.0,5.7,81.0
53.34,-6.31,2020-03-11 03:46:43,6.379999999999996,1003.0,5.7,81.0
53.34,-6.29,2020-03-11 03:46:43,6.379999999999996,1003.0,5.7,81.0
53.36,-6.26,2020-03-11 03:46:43,6.400000000000035,1003.0,5.7,81.0
53.34,-6.27,2020-03-11 03:46:43,6.400000000000035,1003.0,5.7,81.0
53.35,-6.25,2020-03-11 03:46:43,6.400000000000035,1003.0,5.7,81.0
53.34,-6.25,2020-03-11 03:46:43,6.400000000000035,1003.0,5.7,81.0
53.36,-6.27,2020-03-11 03:46:08,6.379999999999996,1003.0,5.7,81.0
53.34,-6.26,2020-03-11 03:45:02,6.379999999999996,1003.0,5.7,81.0
53.35,-6.27,2020-03-11 03:46:44,6.400000000000035,1003.0,5.7,81.0
53.33,-6.26,2020-03-11 03:45:28,6.379999999999996,1003.0,5.7,81.0
53.36,-6.28,2020-03-11 03:46:44,6.400000000000035,1003.0,5.7,81.0
53.35,-6.28,2020-03-11 03:46:44,6.400000000000035,1003.0,5.7,81.0
53.35,-6.24,2020-03-11 03:43:45,6.379999999999996,1003.0,5.7,81.0
53.35,-6.3,2020-03-11 03:46:44,6.400000000000035,1003.0,5.7,81.0
53.35,-6.23,2020-03-11 03:46:45,6.400000000000035,1003.0,5.7,81.0
53.33,-6.25,2020-03-11 03:37:19,6.379999999999996,1003.0,5.7,81.0
53.34,-6.3,2020-03-11 03:46:45,6.400000000000035,1003.0,5.7,81.0
53.34,-6.23,2020-03-11 03:46:45,6.400000000000035,1003.0,5.7,81.0
53.36,-6.25,2020-03-11 03:45:02,6.3700000000000045,1003.0,5.7,81.0
53.35,-6.26,2020-03-11 03:44:50,6.3700000000000045,1003.0,5.7,81.0
53.34,-6.25,2020-03-11 04:46:48,6.960000000000036,1002.0,7.2,75.0
53.34,-6.24,2020-03-11 04:45:20,6.930000000000009,1002.0,7.2,75.0
53.34,-6.28,2020-03-11 04:45:02,6.930000000000009,1002.0,7.2,75.0
53.35,-6.29,2020-03-11 04:46:48,6.9500000000000455,1002.0,7.2,75.0
53.33,-6.27,2020-03-11 04:46:49,6.960000000000036,1002.0,7.2,75.0
53.34,-6.31,2020-03-11 04:46:49,6.9500000000000455,1002.0,7.2,75.0
53.34,-6.29,2020-03-11 04:46:49,6.9500000000000455,1002.0,7.2,75.0
53.36,-6.26,2020-03-11 04:44:37,6.930000000000009,1002.0,7.2,75.0
53.34,-6.27,2020-03-11 04:39:48,6.7000000000000455,1003.0,7.2,81.0
53.35,-6.25,2020-03-11 04:46:49,6.960000000000036,1002.0,7.2,75.0
53.34,-6.25,2020-03-11 04:46:49,6.960000000000036,1002.0,7.2,75.0
53.36,-6.27,2020-03-11 04:46:49,6.9500000000000455,1002.0,7.2,75.0
53.34,-6.26,2020-03-11 04:46:10,6.930000000000009,1002.0,7.2,75.0
53.35,-6.27,2020-03-11 04:46:49,6.960000000000036,1002.0,7.2,75.0
53.33,-6.26,2020-03-11 04:41:53,6.710000000000036,1003.0,7.2,81.0
53.36,-6.28,2020-03-11 04:46:50,6.9500000000000455,1002.0,7.2,75.0
53.35,-6.28,2020-03-11 04:46:50,6.9500000000000455,1002.0,7.2,75.0
53.35,-6.24,2020-03-11 04:45:05,6.930000000000009,1002.0,7.2,75.0
53.35,-6.3,2020-03-11 04:46:50,6.9500000000000455,1002.0,7.2,75.0
53.35,-6.23,2020-03-11 04:46:50,6.960000000000036,1002.0,7.2,75.0
53.33,-6.25,2020-03-11 04:43:57,6.930000000000009,1002.0,7.2,75.0
53.34,-6.3,2020-03-11 04:46:51,6.9500000000000455,1002.0,7.2,75.0
53.34,-6.23,2020-03-11 04:46:51,6.960000000000036,1002.0,7.2,75.0
53.36,-6.25,2020-03-11 04:46:52,6.960000000000036,1002.0,7.2,75.0
53.35,-6.26,2020-03-11 04:44:47,6.930000000000009,1002.0,7.2,75.0
53.34,-6.25,2020-03-11 05:46:54,7.080000000000041,1002.0,7.7,75.0
53.34,-6.24,2020-03-11 05:46:54,7.080000000000041,1002.0,7.7,75.0
53.34,-6.28,2020-03-11 05:46:54,7.080000000000041,1002.0,7.7,75.0
53.35,-6.29,2020-03-11 05:45:03,7.0400000000000205,1002.0,7.7,75.0
53.33,-6.27,2020-03-11 05:46:54,7.080000000000041,1002.0,7.7,75.0
53.34,-6.31,2020-03-11 05:46:54,7.07000000000005,1002.0,7.7,75.0
53.34,-6.29,2020-03-11 05:45:05,7.0400000000000205,1002.0,7.7,75.0
53.36,-6.26,2020-03-11 05:46:55,7.080000000000041,1002.0,7.7,75.0
53.34,-6.27,2020-03-11 05:46:22,7.0400000000000205,1002.0,7.7,75.0
53.35,-6.25,2020-03-11 05:46:55,7.080000000000041,1002.0,7.7,75.0
53.34,-6.25,2020-03-11 05:46:55,7.080000000000041,1002.0,7.7,75.0
53.36,-6.27,2020-03-11 05:42:29,7.050000000000013,1002.0,7.7,75.0
53.34,-6.26,2020-03-11 05:33:27,7.140000000000043,1002.0,7.2,75.0
53.35,-6.27,2020-03-11 05:46:55,7.080000000000041,1002.0,7.7,75.0
53.33,-6.26,2020-03-11 05:42:59,7.050000000000013,1002.0,7.7,75.0
53.36,-6.28,2020-03-11 05:46:55,7.080000000000041,1002.0,7.7,75.0
53.35,-6.28,2020-03-11 05:43:07,7.050000000000013,1002.0,7.7,75.0
53.35,-6.24,2020-03-11 05:45:02,7.0400000000000205,1002.0,7.7,75.0
53.35,-6.3,2020-03-11 05:45:05,7.0400000000000205,1002.0,7.7,75.0
53.35,-6.23,2020-03-11 05:46:56,7.080000000000041,1002.0,7.7,75.0
53.33,-6.25,2020-03-11 05:46:36,7.080000000000041,1002.0,7.7,75.0
53.34,-6.3,2020-03-11 05:46:56,7.080000000000041,1002.0,7.7,75.0
53.34,-6.23,2020-03-11 05:42:20,7.050000000000013,1002.0,7.7,75.0
53.36,-6.25,2020-03-11 05:45:03,7.0400000000000205,1002.0,7.7,75.0
53.35,-6.26,2020-03-11 05:42:39,7.050000000000013,1002.0,7.7,75.0
53.34,-6.25,2020-03-11 06:47:00,7.420000000000018,1002.0,7.7,81.0
53.34,-6.24,2020-03-11 06:43:42,7.110000000000013,1002.0,7.7,81.0
53.34,-6.28,2020-03-11 06:47:00,7.420000000000018,1002.0,7.7,81.0
53.35,-6.29,2020-03-11 06:47:00,7.420000000000018,1002.0,7.7,81.0
53.33,-6.27,2020-03-11 06:44:59,7.110000000000013,1002.0,7.7,81.0
53.34,-6.31,2020-03-11 06:46:16,7.400000000000035,1002.0,7.7,81.0
53.34,-6.29,2020-03-11 06:47:00,7.420000000000018,1002.0,7.7,81.0
53.36,-6.26,2020-03-11 06:47:01,7.420000000000018,1002.0,7.7,81.0
53.34,-6.27,2020-03-11 06:42:40,7.110000000000013,1002.0,7.7,81.0
53.35,-6.25,2020-03-11 06:47:01,7.420000000000018,1002.0,7.7,81.0
53.34,-6.25,2020-03-11 06:38:59,7.110000000000013,1002.0,7.7,81.0
53.36,-6.27,2020-03-11 06:46:07,7.400000000000035,1002.0,7.7,81.0
53.34,-6.26,2020-03-11 06:46:10,7.410000000000025,1002.0,7.7,81.0
53.35,-6.27,2020-03-11 06:47:01,7.420000000000018,1002.0,7.7,81.0
53.33,-6.26,2020-03-11 06:47:02,7.430000000000009,1002.0,7.7,81.0
53.36,-6.28,2020-03-11 06:47:02,7.420000000000018,1002.0,7.7,81.0
53.35,-6.28,2020-03-11 06:47:02,7.420000000000018,1002.0,7.7,81.0
53.35,-6.24,2020-03-11 06:47:02,7.420000000000018,1002.0,7.7,81.0
53.35,-6.3,2020-03-11 06:47:03,7.420000000000018,1002.0,7.7,81.0
53.35,-6.23,2020-03-11 06:47:03,7.420000000000018,1002.0,7.7,81.0
53.33,-6.25,2020-03-11 06:47:04,7.430000000000009,1002.0,7.7,81.0
53.34,-6.3,2020-03-11 06:47:04,7.420000000000018,1002.0,7.7,81.0
53.34,-6.23,2020-03-11 06:45:03,7.1200000000000045,1002.0,7.7,81.0
53.36,-6.25,2020-03-11 06:47:06,7.420000000000018,1002.0,7.7,81.0
53.35,-6.26,2020-03-11 06:45:11,7.1200000000000045,1002.0,7.7,81.0
53.34,-6.25,2020-03-11 07:44:39,7.890000000000043,1002.0,7.7,75.0
53.34,-6.24,2020-03-11 07:43:55,7.890000000000043,1002.0,7.7,75.0
53.34,-6.28,2020-03-11 07:45:27,7.990000000000008,1002.0,7.7,75.0
53.35,-6.29,2020-03-11 07:47:09,7.990000000000008,1002.0,7.7,75.0
53.33,-6.27,2020-03-11 07:45:09,7.910000000000025,1002.0,7.7,75.0
53.34,-6.31,2020-03-11 07:45:28,7.990000000000008,1002.0,7.7,75.0
53.34,-6.29,2020-03-11 07:47:09,7.990000000000008,1002.0,7.7,75.0
53.36,-6.26,2020-03-11 07:47:09,7.990000000000008,1002.0,7.7,75.0
53.34,-6.27,2020-03-11 07:47:09,7.990000000000008,1002.0,7.7,75.0
53.35,-6.25,2020-03-11 07:44:26,7.890000000000043,1002.0,7.7,75.0
53.34,-6.25,2020-03-11 07:47:09,7.990000000000008,1002.0,7.7,75.0
53.36,-6.27,2020-03-11 07:47:09,7.990000000000008,1002.0,7.7,75.0
53.34,-6.26,2020-03-11 07:45:00,7.890000000000043,1002.0,7.7,75.0
53.35,-6.27,2020-03-11 07:47:09,7.990000000000008,1002.0,7.7,75.0
53.33,-6.26,2020-03-11 07:45:57,7.990000000000008,1002.0,7.7,75.0
53.36,-6.28,2020-03-11 07:47:10,7.990000000000008,1002.0,7.7,75.0
53.35,-6.28,2020-03-11 07:47:10,7.990000000000008,1002.0,7.7,75.0
53.35,-6.24,2020-03-11 07:47:10,7.990000000000008,1002.0,7.7,75.0
53.35,-6.3,2020-03-11 07:47:10,7.990000000000008,1002.0,7.7,75.0
53.35,-6.23,2020-03-11 07:45:28,7.990000000000008,1002.0,7.7,75.0
53.33,-6.25,2020-03-11 07:35:40,7.840000000000032,1002.0,8.2,81.0
53.34,-6.3,2020-03-11 07:46:43,7.990000000000008,1002.0,7.7,75.0
53.34,-6.23,2020-03-11 07:45:38,7.990000000000008,1002.0,7.7,75.0
53.36,-6.25,2020-03-11 07:45:46,7.990000000000008,1002.0,7.7,75.0
53.35,-6.26,2020-03-11 07:45:47,7.990000000000008,1002.0,7.7,75.0
53.34,-6.25,2020-03-11 08:47:14,8.410000000000025,1002.0,7.2,81.0
53.34,-6.24,2020-03-11 08:47:14,8.410000000000025,1002.0,7.2,81.0
53.34,-6.28,2020-03-11 08:47:14,8.410000000000025,1002.0,7.2,81.0
53.35,-6.29,2020-03-11 08:47:14,8.400000000000034,1002.0,7.2,81.0
53.33,-6.27,2020-03-11 08:45:03,8.220000000000027,1002.0,7.2,81.0
53.34,-6.31,2020-03-11 08:47:14,8.400000000000034,1002.0,7.2,81.0
53.34,-6.29,2020-03-11 08:47:15,8.410000000000025,1002.0,7.2,81.0
53.36,-6.26,2020-03-11 08:45:00,8.220000000000027,1002.0,7.2,81.0
53.34,-6.27,2020-03-11 08:45:01,8.220000000000027,1002.0,7.2,81.0
53.35,-6.25,2020-03-11 08:47:15,8.410000000000025,1002.0,7.2,81.0
53.34,-6.25,2020-03-11 08:47:15,8.410000000000025,1002.0,7.2,81.0
53.36,-6.27,2020-03-11 08:47:15,8.400000000000034,1002.0,7.2,81.0
53.34,-6.26,2020-03-11 08:42:23,8.230000000000018,1002.0,7.2,81.0
53.35,-6.27,2020-03-11 08:37:04,8.25,1002.0,7.7,81.0
53.33,-6.26,2020-03-11 08:47:16,8.410000000000025,1002.0,7.2,81.0
53.36,-6.28,2020-03-11 08:47:16,8.400000000000034,1002.0,7.2,81.0
53.35,-6.28,2020-03-11 08:47:16,8.400000000000034,1002.0,7.2,81.0
53.35,-6.24,2020-03-11 08:47:13,8.410000000000025,1002.0,7.2,81.0
53.35,-6.3,2020-03-11 08:47:17,8.400000000000034,1002.0,7.2,81.0
53.35,-6.23,2020-03-11 08:45:12,8.220000000000027,1002.0,7.2,81.0
53.33,-6.25,2020-03-11 08:42:25,8.230000000000018,1002.0,7.2,81.0
53.34,-6.3,2020-03-11 08:43:09,8.230000000000018,1002.0,7.2,81.0
53.34,-6.23,2020-03-11 08:45:04,8.220000000000027,1002.0,7.2,81.0
53.36,-6.25,2020-03-11 08:47:19,8.400000000000034,1002.0,7.2,81.0
